ទាន,0.0266
បរិភោគ,0.0265
ព្រះយេស៊ូវ,0.0263
រឹង,0.0262
ភិក្ខុ,0.0261
ដុះ,0.0260
ទាប,0.0258
ស,0.0255
ដេក,0.0254
បី,0.0254
ស្រួល,0.0252
ជីវិត,0.0249
ដែក,0.0249
ប្រជុំ,0.0247
ចំនួន,0.0247
ក្រោម,0.0243
នូវ,0.0243
ដំរី,0.0242
រាជា,0.0242
បុរស,0.0237
ភ្នំ,0.0237
ងាយ,0.0237
សេះ,0.0236
ក្សត្រិយ៍,0.0235
ប្រុស,0.0235
គិត,0.0235
ទម្លាប់,0.0234
កន្លែង,0.0231
សាសនា,0.0231
ធ្លាក់,0.0230
ក្លិន,0.0229
ជាមួយ,0.0229
នាង,0.0229
ច្បាស់,0.0228
ក្រោយ,0.0228
អាក្រក់,0.0227
ខំ,0.0226
វាយ,0.0225
ស្រូវ,0.0225
នាយ,0.0222
លាយ,0.0222
ឃ្លាត,0.0221
នឹក,0.0220
រង,0.0220
ល្អិត,0.0219
ជាន់,0.0219
ទាន់,0.0218
លុះ,0.0216
តួ,0.0215
គម្ពីរ,0.0214
អង្គុយ,0.0214
ស្ទើរ,0.0213
គ្រូ,0.0212
ភូមិ,0.0212
រាល់,0.0212
អោយ,0.0212
វិជ្ជា,0.0212
ខ្លី,0.0212
ដាំ,0.0211
គ្រាប់,0.0209
បាលី,0.0209
សូវ,0.0209
ខែត្រ,0.0208
ស្ដេច,0.0208
ក្រៅ,0.0208
រាយ,0.0208
ចាក,0.0207
ព័ណ៌,0.0206
ប្រឹង,0.0205
ចាក់,0.0205
ពោល,0.0204
ការណ៍,0.0203
បាទ,0.0202
លក់,0.0202
ឈឺ,0.0202
ម្នាក់,0.0202
បាត់,0.0202
ប្រែ,0.0202
ទន់,0.0202
ឯក,0.0202
ទាល់,0.0201
តិច,0.0201
រត់,0.0201
បំផុត,0.0200
ជំងឺ,0.0200
វត្ត,0.0198
ស្ដី,0.0198
ចោល,0.0198
ទេវតា,0.0197
ដុំ,0.0197
គូ,0.0196
សក់,0.0193
ខ្លាច,0.0192
អាន,0.0192
ខ្មៅ,0.0192
ពោះ,0.0192
ភ្លេង,0.0191
ល្បែង,0.0191
ក្ដៅ,0.0191
ម្ចាស់,0.0190
មាតា,0.0189
គោរព,0.0188
គ្រាន់,0.0188
កំណើត,0.0187
ប្រសើរ,0.0186
ក្រុង,0.0186
ធម្ម,0.0186
ប្រាកដ,0.0185
ក្រហម,0.0185
ជួយ,0.0185
ស្រឡាញ់,0.0185
ទោះ,0.0185
បង់,0.0184
សីល,0.0183
សុទ្ធ,0.0182
ស្រែក,0.0182
បោះ,0.0182
មែន,0.0182
យំ,0.0182
រៀប,0.0180
កំពុង,0.0179
បញ្ចេញ,0.0178
ក្រុម,0.0178
ពន្លឺ,0.0178
ធាតុ,0.0178
ពិធី,0.0178
ភ្លឺ,0.0178
ដោះ,0.0178
ស្រេច,0.0177
រដូវ,0.0177
ហួស,0.0177
មាន់,0.0176
ខូច,0.0176
សោះ,0.0176
ទុំ,0.0175
ស្ដាប់,0.0175
គ្មាន,0.0175
ភ្លៀង,0.0175
ទិស,0.0174
ទូក,0.0173
ភាគ,0.0172
អា,0.0172
រាជ្យ,0.0172
របៀប,0.0171
ឫស្សី,0.0170
វាចា,0.0170
កណ្ដាល,0.0165
ពាក់,0.0163
វង្ស,0.0163
បព្វជិត,0.0162
សំបុត្រ,0.0162
ស្រ្តី,0.0162
ធ្លាប់,0.0162
ស្រស់,0.0161
ញាតិ,0.0160
យប់,0.0160
កង,0.0160
បង,0.0160
កែវ,0.0159
ភ័យ,0.0159
អាកាស,0.0158
ធម្មតា,0.0158
ក្រៃ,0.0158
ខ្ចី,0.0158
ឋាន,0.0158
អាទិត្យ,0.0157
អាស្រ័យ,0.0157
ប្រាជ្ញា,0.0156
ម្ខាង,0.0156
ក្តី,0.0156
បិតា,0.0155
ឈប់,0.0155
រទេះ,0.0154
វិល,0.0154
សញ្ញា,0.0153
កិរិយា,0.0152
ប្អូន,0.0152
ថ្ម,0.0152
ស្លាប,0.0152
លំនៅ,0.0152
ទ័ព,0.0152
ក្ដី,0.0151
ទំនង,0.0151
ប៉ះ,0.0151
ធ្ងន់,0.0150
គាត់,0.0150
វិនាស,0.0149
វល្លិ,0.0148
ស្មៅ,0.0148
រាជការ,0.0148
លំដាប់,0.0148
ប្លែក,0.0148
ប៉ែក,0.0148
ន័យ,0.0148
ឆ្ងាយ,0.0147
ល្មម,0.0147
ថយ,0.0147
បើក,0.0146
រោង,0.0146
ជុំ,0.0145
បិទ,0.0145
មង្គល,0.0145
ចំណេះ,0.0144
ទាញ,0.0144
ស្បែក,0.0143
ក្របី,0.0142
សំបក,0.0142
ជឿ,0.0142
ចំណែក,0.0142
សាលា,0.0142
ក្រែង,0.0141
ស្រួច,0.0141
សមុទ្រ,0.0140
អារម្មណ៍,0.0139
សប្បាយ,0.0139
ឈរ,0.0139
ទាំងឡាយ,0.0138
ស្នាម,0.0138
ថ្លៃ,0.0138
ពូជ,0.0137
ប្រកាន់,0.0136
សម្គាល់,0.0136
ព្រហ្ម,0.0136
ស្រែ,0.0136
ក្រ,0.0135
សួរ,0.0135
បណ្ដាល,0.0135
ព្រេង,0.0135
លទ្ធិ,0.0135
លាន់,0.0134
ទាំងអស់,0.0133
ដំណាំ,0.0133
បម្រុង,0.0132
ស្អាត,0.0132
លាភ,0.0132
មន្រ្តី,0.0131
បំណង,0.0131
ផុត,0.0131
ផែន,0.0131
ប្រៀប,0.0130
ម្ដាយ,0.0130
ឈ្នះ,0.0130
ទាស់,0.0130
វេ,0.0130
ប្រាជ្ញ,0.0129
ប្រហែល,0.0129
អាយុ,0.0129
ដែន,0.0129
សម្បត្តិ,0.0128
ត្នោត,0.0128
វិសេស,0.0128
ផ្ទៃ,0.0128
លិច,0.0128
លើស,0.0128
ម្ដង,0.0128
ថែម,0.0128
លឿន,0.0128
ក្រអូប,0.0127
បង្កើត,0.0127
រស់,0.0127
ស័ក្តិ,0.0126
ប្រយ័ត្ន,0.0125
លក្ខណៈ,0.0125
ភាវៈ,0.0125
លេខ,0.0125
ចិញ្ចឹម,0.0125
អត់,0.0125
នំ,0.0125
សរសៃ,0.0124
សារ,0.0124
ត្រកូល,0.0123
ត្បូង,0.0123
ទាហាន,0.0123
ទីទៃ,0.0123
ស្រឡះ,0.0122
ជាក់,0.0122
ថ្មី,0.0122
លុប,0.0122
ហូរ,0.0122
រថ,0.0122
ប្រពន្ធ,0.0122
បុត្រ,0.0122
នគរ,0.0122
ទ្វារ,0.0121
បន្ទាប់,0.0120
ត្រឡប់,0.0120
មិត្ត,0.0120
មិត្រ,0.0120
រោម,0.0120
លោត,0.0120
សិន,0.0120
បាក់,0.0119
គង់,0.0119
ងារ,0.0119
ដូង,0.0119
បួន,0.0119
វាល,0.0119
ក្រសួង,0.0118
សម្ដេច,0.0118
លំនាំ,0.0118
រឹត,0.0118
អនុ,0.0118
ពល,0.0118
ប្រក្រតី,0.0118
ព័ទ្ធ,0.0118
ហ៊ាន,0.0118
ហាក់,0.0118
ពស់,0.0118
ទន្លេ,0.0117
បាំង,0.0117
តើ,0.0117
កេរ្តិ៍,0.0116
រីក,0.0116
បក្សី,0.0115
ចួន,0.0115
ជូរ,0.0115
បង្គាប់,0.0115
សង្កាត់,0.0115
កន្ទុយ,0.0115
ត្រចៀក,0.0115
វិន័យ,0.0115
ក្បួន,0.0114
ភ្លាម,0.0114
ជ័យ,0.0114
សម្ល,0.0113
ស៊ប់,0.0113
ចែក,0.0113
មែក,0.0113
ឋានន្តរ,0.0112
ធ្មេញ,0.0112
ហ្នឹង,0.0112
កថា,0.0112
ចេក,0.0112
ស្គាល់,0.0112
អង្ករ,0.0112
ទប់,0.0112
យាន,0.0112
សំដី,0.0111
គល់,0.0111
តឹង,0.0111
ចំ,0.0111
ប្រតិបត្តិ,0.0110
ដូច្នេះ,0.0110
ស្លា,0.0110
កម្ពុជ,0.0109
ស្វាយ,0.0109
បរម,0.0109
បាប,0.0109
សាមញ្ញ,0.0108
ឆាប់,0.0108
នាក់,0.0108
សល់,0.0108
រីករាយ,0.0108
ឆ្លើយ,0.0108
ទំនុក,0.0108
កាម,0.0108
ចោរ,0.0108
ព្រាហ្មណ៍,0.0107
តម្លៃ,0.0106
ប៉ុណ្ណោះ,0.0105
បូជា,0.0105
សម្ដែង,0.0105
បន្លែ,0.0105
ពេទ្យ,0.0105
លឿង,0.0105
សើច,0.0105
នុះ,0.0104
ដក,0.0104
អញ,0.0104
ចន្លោះ,0.0103
ប្រទះ,0.0103
ផ្អែម,0.0103
ស្រាល,0.0103
ជ័រ,0.0102
បាត,0.0102
ឫស,0.0102
ទាំងពួង,0.0102
ត្រាស់,0.0102
កាប់,0.0102
ចំណី,0.0102
ទាក់,0.0102
ខឹង,0.0102
លេច,0.0102
កិច្ចការ,0.0101
ឆ្ងាញ់,0.0101
សង្កត់,0.0101
ក្រាប,0.0101
ឧបាយ,0.0101
ខាត,0.0101
ចៅ,0.0101
ប្រាសាទ,0.0100
ស្មារតី,0.0100
សិស្ស,0.0100
សៀម,0.0100
មន្ត្រី,0.0099
ប្រមាណ,0.0099
លំបាក,0.0099
ខ្នង,0.0099
ហើរ,0.0099
រយ,0.0099
សួស្ដី,0.0098
របរ,0.0098
កែ,0.0098
ពង,0.0098
ខ្មោច,0.0098
ឆេះ,0.0098
ច្រឡំ,0.0097
ថ្វាយ,0.0097
បម្រើ,0.0097
ជ្រៅ,0.0097
បួស,0.0097
នីមួយ,0.0096
ឆ្លង,0.0096
រន្ធ,0.0096
បែរ,0.0096
ប្រដៅ,0.0095
ស្លៀក,0.0095
សព,0.0095
អប,0.0095
ក្បាច់,0.0095
វិទ្យា,0.0095
ជំនួស,0.0095
អំបោះ,0.0095
គោល,0.0095
ថោក,0.0095
រុងរឿង,0.0094
ស្ដើង,0.0094
កាច,0.0094
ជានិច្ច,0.0093
ស្រាប់,0.0093
សន្មត,0.0093
ស្ងួត,0.0093
មន្ត,0.0093
ដួល,0.0093
វង់,0.0093
កម្ពុជា,0.0092
ពិនិត្យ,0.0092
ជ្រុង,0.0092
ផឹក,0.0092
សាប,0.0092
អន់,0.0092
ម្រាម,0.0092
ដឹក,0.0092
កម្រើក,0.0091
ក្រាស់,0.0091
រាំង,0.0091
បរិសុទ្ធ,0.0090
ប្រជា,0.0090
ចក្រ,0.0090
ទេស,0.0090
មើម,0.0090
ឡែក,0.0090
ព្យញ្ជនៈ,0.0089
ជម្រះ,0.0089
អវយវៈ,0.0089
និយម,0.0089
លាស់,0.0089
ងាក,0.0089
ទើស,0.0089
រាប,0.0089
បញ្ចូល,0.0088
ផ្លាស់,0.0088
ព្រួយ,0.0088
ស្ងប់,0.0088
ពន្ធ,0.0088
លង់,0.0088
សុំ,0.0088
មគ្គ,0.0088
ព្យាយាម,0.0087
ឫទ្ធិ,0.0087
សម្តី,0.0087
សូន្យ,0.0087
លាក់,0.0087
គណៈ,0.0087
រី,0.0087
បាញ់,0.0086
ស្ករ,0.0086
ពាស,0.0086
ភេទ,0.0086
គ្រប់គ្រង,0.0085
ផ្ទាល់,0.0085
ដំណឹង,0.0085
ផ្កាយ,0.0085
ភ្លេច,0.0085
សត្ត,0.0085
វ,0.0085
កន្លង,0.0085
ខេត្ត,0.0085
ជំនុំ,0.0085
ប្រាណ,0.0085
សាយ,0.0085
ទង,0.0085
សត្រូវ,0.0084
សរសើរ,0.0084
នុ៎ះ,0.0084
បាច់,0.0084
វគ្គ,0.0084
ខាន,0.0084
ទល់,0.0084
បក់,0.0084
បត់,0.0084
អាង,0.0084
ប្រកាស,0.0083
មន្ទីរ,0.0083
ត្បាញ,0.0083
បំពេញ,0.0083
ចាយ,0.0083
មាំ,0.0083
សសរ,0.0083
ត្រជាក់,0.0082
ខ្លឹម,0.0082
រស្មី,0.0082
រហ័ស,0.0082
ឋិត,0.0082
បុក,0.0082
ប្រមូល,0.0082
ប្រាំ,0.0082
ប្រេង,0.0082
អាចម៍,0.0082
ដរាប,0.0082
ស្រៈ,0.0082
ចិន,0.0082
ឫក,0.0082
សង,0.0082
ភ្ញាក់,0.0081
ដំបូង,0.0081
ស្ថាន,0.0081
ស្រួយ,0.0081
ថ្លា,0.0081
ខ,0.0081
ព,0.0081
បច្ចុប្បន្ន,0.0080
សិក្សា,0.0080
ម្ហូប,0.0080
ភណ្ឌ,0.0080
មុត,0.0080
ញី,0.0080
ធន,0.0080
នា,0.0080
ក្រដាស,0.0079
ក្រឡា,0.0079
ខ្មាស,0.0079
ខ្សោយ,0.0079
ប្រពៃ,0.0079
ស្ងៀម,0.0079
ងងឹត,0.0079
ចូរ,0.0079
មាឌ,0.0079
លូក,0.0079
សមណ,0.0079
ស្ល,0.0079
បញ្ញត្តិ,0.0078
រួប,0.0078
ការពារ,0.0078
មារយាទ,0.0078
សៅហ្មង,0.0078
គន្លង,0.0078
ទ្វីប,0.0078
បុព្វ,0.0078
ភរិយា,0.0078
គាប់,0.0078
រាក់,0.0078
រាសី,0.0078
ជិះ,0.0078
ជួន,0.0078
ដេញ,0.0078
ទូល,0.0078
ប្រញាប់,0.0077
អន្លក់,0.0077
ឆ្អឹង,0.0077
ឥឡូវ,0.0077
ទ្រ,0.0077
អាចារ្យ,0.0076
កាំបិត,0.0076
ជ្រុល,0.0076
អន្លើ,0.0076
ស្គរ,0.0076
ឈាម,0.0076
អាវ,0.0076
ឆ្នាំង,0.0075
បរិវារ,0.0075
ប្រហោង,0.0075
សំខាន់,0.0075
អធិបតី,0.0075
ប្រុង,0.0075
ខ្វះ,0.0075
គ្រប,0.0075
ញាប់,0.0075
រលីង,0.0075
អគ្គ,0.0075
មេឃ,0.0075
យាម,0.0075
យស,0.0075
រើ,0.0075
ត្រឹមត្រូវ,0.0075
ចម្បាំង,0.0075
សាស្រ្ត,0.0075
ស្រង់,0.0075
ខ្លា,0.0075
ចាញ់,0.0075
ភ្លាត់,0.0074
ម្តង,0.0074
កោះ,0.0074
ហាម,0.0074
លះ,0.0074
សេចក្តី,0.0073
និមន្ត,0.0073
ពន្យល់,0.0073
សមរម្យ,0.0073
សាមណេរ,0.0073
ស្ងាត់,0.0073
ជ្រូក,0.0073
បន្លា,0.0073
វិហារ,0.0073
ស្នែង,0.0073
ឪពុក,0.0073
ចាន,0.0073
ជូន,0.0073
ដុត,0.0073
យឺត,0.0073
សា,0.0073
កំបាំង,0.0072
មេត្តា,0.0072
អញ្ជើញ,0.0072
សមាស,0.0072
បោក,0.0072
ឱន,0.0072
សាស្ត្រា,0.0072
ក្រៃលែង,0.0072
ក្សត្រ,0.0072
កំណាត់,0.0072
សន្ដាន,0.0072
ញ៉ាំង,0.0072
ប្រភព,0.0072
បំពង់,0.0072
ផ្សាយ,0.0072
ទួទៅ,0.0072
របូត,0.0072
ចួប,0.0072
ពិចារណា,0.0071
សណ្ដាប់,0.0071
ស្ទុះ,0.0071
ស្រាក,0.0071
ឥណ្ឌា,0.0071
គ្រា,0.0071
ឆ្កែ,0.0071
ញញើត,0.0071
ប៉ុន,0.0071
វិធី,0.0071
ទេព,0.0071
សំស្រ្កឹត,0.0070
សម្លាប់,0.0070
អីវ៉ាន់,0.0070
ចង្អៀត,0.0070
បណ្ឌិត,0.0070
គ្រោះ,0.0070
បន្ទះ,0.0070
ស្មោះ,0.0070
កុសល,0.0070
ប្ដី,0.0070
រចនា,0.0070
រមែង,0.0070
សុរា,0.0070
កល់,0.0070
ញាណ,0.0070
នាគ,0.0070
វៀច,0.0070
វរ,0.0070
ច្រមុះ,0.0069
សុចរិត,0.0069
ពិបាក,0.0069
ព្រឹក,0.0069
ភ្ញៀវ,0.0069
ញឹក,0.0069
ភាវ,0.0069
ជេរ,0.0068
ទៀង,0.0068
លា,0.0068
ដង្ហើម,0.0068
អណ្ដាត,0.0068
តំណាល,0.0068
ថ្លែង,0.0068
ល្ខោន,0.0068
ច្រក,0.0068
ដដែល,0.0068
ទទឹង,0.0068
សាធុ,0.0068
សិរី,0.0068
សេនា,0.0068
ទទេ,0.0068
រើស,0.0068
អៀន,0.0068
រះ,0.0068
ប្រយោគ,0.0067
នាយក,0.0067
គតិ,0.0067
លាប,0.0067
សែន,0.0067
កល,0.0067
វេយ្យាករណ៍,0.0066
ប្រាថ្នា,0.0066
ទន្ទេញ,0.0066
ស្ពាន់,0.0066
អង់អាច,0.0066
និបាត,0.0066
ផ្តល់,0.0066
ល្ងង់,0.0066
សភាព,0.0066
ចប់,0.0066
ដិត,0.0066
លួច,0.0066
លោហ,0.0066
ត្រួតត្រា,0.0065
ផ្ទុយ,0.0065
ប៉ិន,0.0065
ម្សៅ,0.0065
សួគ៌,0.0065
អរិយ,0.0065
ចៀម,0.0065
អាយ,0.0065
ប៉ុន្មាន,0.0065
ស័ក្ដិ,0.0065
ពីរោះ,0.0065
ឧត្ដម,0.0065
ភោជន,0.0065
ហាត់,0.0065
ឈូក,0.0065
ដប់,0.0065
ទិញ,0.0065
ពឹង,0.0065
រាវ,0.0065
ហាល,0.0065
ចរ,0.0065
សម្មាសម្ពុទ្ធ,0.0064
រម្ងាប់,0.0064
សេនាបតី,0.0064
មន្ទិល,0.0064
អណ្ដែត,0.0064
កិលេស,0.0064
ឈ្មោល,0.0064
ដ្បិត,0.0064
លំអាន,0.0064
ស្អិត,0.0064
ឥស្សរ,0.0064
ឱកាស,0.0064
ខ្ពង់ខ្ពស់,0.0063
អានុភាព,0.0063
តម្កល់,0.0063
បញ្ចុះ,0.0063
សន្លឹក,0.0063
ក្ដារ,0.0063
ល្បិច,0.0063
ស្ទង់,0.0063
ឆ្គង,0.0063
កោត,0.0063
ពណ៌,0.0063
ពិស,0.0063
វាទ,0.0063
ហៃ,0.0063
អរ,0.0063
អត្ថន័យ,0.0062
បំបាត់,0.0062
ឆ្ពោះ,0.0062
ដំបូល,0.0062
ឫកពា,0.0062
ស្រះ,0.0062
ណែន,0.0062
បឹង,0.0062
យោង,0.0062
សហ,0.0062
ឧស,0.0062
ឱ,0.0062
ដូច្នោះ,0.0062
កណ្តាល,0.0062
ករុណា,0.0062
ក្រៀម,0.0062
អាវុធ,0.0062
តេជះ,0.0062
ពង្ស,0.0062
រវល់,0.0062
សីមា,0.0062
បាល,0.0062
សឹក,0.0062
សឹង,0.0062
សើម,0.0062
ទ្រង់ទ្រាយ,0.0061
សាស្រ្តា,0.0061
ស្និទ្ធ,0.0061
ក្រមុំ,0.0061
ជ្រាប,0.0061
ទ្រាំ,0.0061
បង្គំ,0.0061
ប្រោស,0.0061
ម៉ាត់,0.0061
អាគម,0.0061
គេច,0.0061
ពុត,0.0061
តប,0.0061
ពរ,0.0061
ព្រឹក្ស,0.0060
ទាក់ទង,0.0060
ប្រដូច,0.0060
ឆ្វេង,0.0060
ចីវរ,0.0060
វាំង,0.0060
ស្វា,0.0060
គូទ,0.0060
គោក,0.0060
ពោត,0.0060
លប,0.0060
រាត្រី,0.0059
អាត្មា,0.0059
ទំនិញ,0.0059
ភ័ន្ត,0.0059
នាទី,0.0059
ហត្ថ,0.0059
ឱវាទ,0.0059
ដោត,0.0059
រាំ,0.0059
សភា,0.0059
អន៑,0.0059
អ,0.0059
អធិប្បាយ,0.0058
បន្ទោះ,0.0058
ប្រធាន,0.0058
ប្រាស់,0.0058
សិទ្ធិ,0.0058
អាជ្ញា,0.0058
ក្បែរ,0.0058
ច្រៀង,0.0058
ស្រកា,0.0058
រហូត,0.0058
ស្មា,0.0058
ពាល,0.0058
វារ,0.0058
ឱប,0.0058
ក្អែក,0.0058
ផ្សែង,0.0058
មណ្ឌល,0.0058
ស្ទឹង,0.0058
ទំហំ,0.0058
ព្រំ,0.0058
អាប់,0.0058
ខៀវ,0.0058
ជួរ,0.0058
ដេរ,0.0058
ភព,0.0058
បញ្ជី,0.0057
បិសាច,0.0057
ផ្ទួន,0.0057
ផ្លុំ,0.0057
ចាត់,0.0057
អត្ថ,0.0057
ងើប,0.0057
ធូរ,0.0057
ធៀប,0.0057
អុជ,0.0057
បា,0.0057
ពក,0.0057
គ្រហស្ថ,0.0056
បញ្ជាក់,0.0056
សង្កេត,0.0056
ឈ្លាស,0.0056
ត្រាំ,0.0056
មាត្រ,0.0056
ត្រា,0.0056
ត្រៃ,0.0056
ជក់,0.0056
ជីក,0.0056
ទេវ,0.0056
បរិបូណ៌,0.0055
ប្រហារ,0.0055
អរហន្ត,0.0055
គ្រុន,0.0055
ទូលាយ,0.0055
ធ្លាយ,0.0055
លិង្គ,0.0055
អំណរ,0.0055
ថេរ,0.0055
វេទ,0.0055
វែក,0.0055
សង់,0.0055
អី,0.0055
បង្រៀន,0.0055
បណ្ដោយ,0.0055
បារាំង,0.0055
ប្រទាល,0.0055
ភ្លុក,0.0055
ស្វិត,0.0055
សំណុំ,0.0055
ក្រម,0.0055
ជ្រក,0.0055
កង់,0.0055
រៀល,0.0055
លូត,0.0055
ហើម,0.0055
គង,0.0055
ជ្រលក់,0.0054
សាធារណ,0.0054
អារក្ស,0.0054
ជ្រាយ,0.0054
ជំនួយ,0.0054
ប្រាស,0.0054
ម្លប់,0.0054
ស្វែង,0.0054
ចំណង,0.0054
សីហៈ,0.0054
ខាំ,0.0054
ទ័ល,0.0054
ពុក,0.0054
របង,0.0054
ថែ,0.0054
ហែ,0.0054
ភោជនាហារ,0.0053
ទម្ងន់,0.0053
ធ្នាប់,0.0053
ប្រវែង,0.0053
សាសនិក,0.0053
ចម្បង,0.0053
ដំបង,0.0053
ស្រា,0.0053
រុំ,0.0053
លំអ,0.0053
អតិ,0.0053
ទំនុកដំកើង,0.0052
អស្ចារ្យ,0.0052
រាស្រ្ត,0.0052
ឥរិយាបថ,0.0052
ចម្ងាយ,0.0052
កំពូល,0.0052
ផ្តើម,0.0052
សុរិយ,0.0052
ស្រាយ,0.0052
ហ្វូង,0.0052
ចន្ទ,0.0052
